Unnamed: 0,id,age,location_x,location_y,kw_or_chr
35,0.41.0.0,49,-5.366204166666666,36.15046283333333,W
36,0.43.0.0,75,-5.366204166666666,36.15046283333333,C
37,0.43.1.0,70,-5.366204166666666,36.15046283333333,C
38,0.43.2.0,79,-5.366204166666666,36.15046283333333,C
39,0.45.0.0,93,-5.366204166666666,36.15046283333333,C
40,0.46.0.0,61,-5.366204166666666,36.15046283333333,W
41,0.47.0.0,71,-5.366204166666666,36.15046283333333,C
42,0.48.0.0,64,-5.366204166666666,36.15046283333333,W
43,0.50.0.0,69,-5.366204166666666,36.15046283333333,C
44,0.50.0.1,65,-5.366204166666666,36.15046283333333,C
45,0.50.1.0,32,-5.366204166666666,36.15046283333333,W
46,0.50.1.1,39,-5.366204166666666,36.15046283333333,W
47,0.51.0.0,77,-5.366204166666666,36.15046283333333,C
48,0.51.0.1,89,-5.366204166666666,36.15046283333333,C
49,0.52.0.0,72,-5.366204166666666,36.15046283333333,C
50,0.52.1.0,59,-5.366204166666666,36.15046283333333,W
51,0.52.1.1,62,-5.366204166666666,36.15046283333333,W
52,0.53.0.0,45,-5.366204166666666,36.15046283333333,W
53,0.53.0.1,47,-5.366204166666666,36.15046283333333,W
54,0.54.0.0,66,-5.366204166666666,36.15046283333333,C
55,0.55.0.0,26,-5.366204166666666,36.15046283333333,W
56,0.55.0.1,23,-5.366204166666666,36.15046283333333,X
57,0.60.0.0,45,-5.366204166666666,36.15046283333333,W
58,0.62.0.0,65,-5.366204166666666,36.15046283333333,C
59,0.62.1.0,34,-5.366204166666666,36.15046283333333,W
60,0.63.0.0,42,-5.366204166666666,36.15046283333333,W
61,0.65.0.0,64,-5.366204166666666,36.15046283333333,W
62,0.67.0.0,97,-5.366204166666666,36.15046283333333,C
63,0.67.0.1,95,-5.366204166666666,36.15046283333333,C
64,0.69.0.0,0,-5.366204166666666,36.15046283333333,X
65,0.69.0.1,46,-5.366204166666666,36.15046283333333,X
66,0.69.0.2,46,-5.366204166666666,36.15046283333333,W
67,0.69.0.3,43,-5.366204166666666,36.15046283333333,W
68,0.70.0.0,72,-5.366204166666666,36.15046283333333,C
69,0.70.0.1,66,-5.366204166666666,36.15046283333333,C
70,0.73.0.0,72,-5.366204166666666,36.15046283333333,C
71,0.73.0.1,68,-5.366204166666666,36.15046283333333,C
72,0.74.0.0,97,-5.366204166666666,36.15046283333333,C
73,0.74.0.1,84,-5.366204166666666,36.15046283333333,C
74,0.75.0.0,86,-5.366204166666666,36.15046283333333,C
75,0.75.1.0,68,-5.366204166666666,36.15046283333333,C
76,0.76.0.0,99,-5.366204166666666,36.15046283333333,X
77,0.76.0.1,48,-5.366204166666666,36.15046283333333,W
78,0.78.0.0,32,-5.366204166666666,36.15046283333333,W
79,0.79.0.0,50,-5.366204166666666,36.15046283333333,W
80,0.79.1.0,34,-5.366204166666666,36.15046283333333,W
81,1.0.0.0,7,-5.357870166666666,36.15046283333333,X
82,1.0.0.1,46,-5.357870166666666,36.15046283333333,X
83,1.0.0.2,43,-5.357870166666666,36.15046283333333,X
84,1.0.1.0,69,-5.357870166666666,36.15046283333333,X
85,1.0.1.1,64,-5.357870166666666,36.15046283333333,X
86,1.0.2.0,25,-5.357870166666666,36.15046283333333,X
87,1.0.3.0,73,-5.357870166666666,36.15046283333333,X
88,1.0.3.1,62,-5.357870166666666,36.15046283333333,X
89,1.0.3.2,28,-5.357870166666666,36.15046283333333,X
90,1.0.3.3,48,-5.357870166666666,36.15046283333333,X
91,1.0.3.4,43,-5.357870166666666,36.15046283333333,X
92,1.0.4.0,36,-5.357870166666666,36.15046283333333,X
93,1.0.4.1,55,-5.357870166666666,36.15046283333333,X
94,1.0.4.2,55,-5.357870166666666,36.15046283333333,X
95,1.1.0.0,92,-5.357870166666666,36.15046283333333,X
96,1.1.0.1,88,-5.357870166666666,36.15046283333333,X
97,1.1.1.0,59,-5.357870166666666,36.15046283333333,X
98,1.1.2.0,55,-5.357870166666666,36.15046283333333,X
99,1.1.2.1,37,-5.357870166666666,36.15046283333333,X
100,1.1.2.2,37,-5.357870166666666,36.15046283333333,X
101,1.1.3.0,59,-5.357870166666666,36.15046283333333,X
102,1.1.3.1,33,-5.357870166666666,36.15046283333333,X
103,1.1.3.2,41,-5.357870166666666,36.15046283333333,X
104,1.1.3.3,47,-5.357870166666666,36.15046283333333,X
105,1.1.3.4,41,-5.357870166666666,36.15046283333333,X
106,1.1.4.0,69,-5.357870166666666,36.15046283333333,X
107,1.1.4.1,67,-5.357870166666666,36.15046283333333,X
108,1.1.5.0,51,-5.357870166666666,36.15046283333333,X
109,1.1.5.1,54,-5.357870166666666,36.15046283333333,X
110,1.1.5.2,54,-5.357870166666666,36.15046283333333,X
111,1.1.6.0,92,-5.357870166666666,36.15046283333333,X
112,1.1.6.1,41,-5.357870166666666,36.15046283333333,X
113,1.1.6.2,41,-5.357870166666666,36.15046283333333,X
114,1.1.6.3,26,-5.357870166666666,36.15046283333333,X
115,1.1.6.4,33,-5.357870166666666,36.15046283333333,X
116,1.2.0.0,75,-5.357870166666666,36.15046283333333,X
117,1.2.0.1,41,-5.357870166666666,36.15046283333333,X
118,1.2.0.2,41,-5.357870166666666,36.15046283333333,X
119,1.2.1.0,70,-5.357870166666666,36.15046283333333,X
120,1.2.1.1,75,-5.357870166666666,36.15046283333333,X
121,1.2.2.0,94,-5.357870166666666,36.15046283333333,X
122,1.2.2.1,95,-5.357870166666666,36.15046283333333,X
123,1.2.3.0,88,-5.357870166666666,36.15046283333333,X
124,1.2.4.0,13,-5.357870166666666,36.15046283333333,X
125,1.2.4.1,55,-5.357870166666666,36.15046283333333,X
126,1.2.4.2,58,-5.357870166666666,36.15046283333333,X
127,1.2.4.3,86,-5.357870166666666,36.15046283333333,X
128,1.2.5.0,74,-5.357870166666666,36.15046283333333,X
129,1.2.5.1,99,-5.357870166666666,36.15046283333333,X
130,1.2.5.2,61,-5.357870166666666,36.15046283333333,X
131,1.2.6.0,78,-5.357870166666666,36.15046283333333,X
132,1.2.6.1,77,-5.357870166666666,36.15046283333333,X
133,1.3.0.0,45,-5.357870166666666,36.15046283333333,X
134,1.3.1.0,11,-5.357870166666666,36.15046283333333,X
135,1.3.1.1,50,-5.357870166666666,36.15046283333333,X
136,1.3.2.0,45,-5.357870166666666,36.15046283333333,X
137,1.3.2.1,53,-5.357870166666666,36.15046283333333,X
138,1.3.3.0,44,-5.357870166666666,36.15046283333333,X
139,1.3.4.0,61,-5.357870166666666,36.15046283333333,X
140,1.3.5.0,61,-5.357870166666666,36.15046283333333,X
141,1.3.5.1,22,-5.357870166666666,36.15046283333333,X
142,1.3.5.2,43,-5.357870166666666,36.15046283333333,X
143,1.3.5.3,40,-5.357870166666666,36.15046283333333,X
144,1.3.6.0,62,-5.357870166666666,36.15046283333333,X
145,1.3.7.0,21,-5.357870166666666,36.15046283333333,X
146,1.3.7.1,24,-5.357870166666666,36.15046283333333,X
147,1.3.8.0,9,-5.357870166666666,36.15046283333333,X
148,1.3.8.1,66,-5.357870166666666,36.15046283333333,X
149,1.3.8.2,47,-5.357870166666666,36.15046283333333,X
150,1.3.8.3,47,-5.357870166666666,36.15046283333333,X
151,1.3.9.0,94,-5.357870166666666,36.15046283333333,X
152,1.3.10.0,52,-5.357870166666666,36.15046283333333,X
153,1.3.10.1,18,-5.357870166666666,36.15046283333333,X
154,1.3.10.2,31,-5.357870166666666,36.15046283333333,X
155,1.3.10.3,32,-5.357870166666666,36.15046283333333,X
156,1.3.11.0,67,-5.357870166666666,36.15046283333333,X
157,1.3.11.1,63,-5.357870166666666,36.15046283333333,X
158,1.4.0.0,27,-5.357870166666666,36.15046283333333,X
159,1.4.0.1,34,-5.357870166666666,36.15046283333333,X
160,1.4.1.0,30,-5.357870166666666,36.15046283333333,X
161,1.4.2.0,47,-5.357870166666666,36.15046283333333,X
162,1.4.2.1,26,-5.357870166666666,36.15046283333333,X
163,1.4.2.2,49,-5.357870166666666,36.15046283333333,X
164,1.4.2.3,43,-5.357870166666666,36.15046283333333,X
165,1.4.2.4,67,-5.357870166666666,36.15046283333333,X
166,1.4.3.0,27,-5.357870166666666,36.15046283333333,X
167,1.4.3.1,62,-5.357870166666666,36.15046283333333,X
168,1.4.3.2,64,-5.357870166666666,36.15046283333333,X
169,1.4.4.0,99,-5.357870166666666,36.15046283333333,X
170,1.4.4.1,34,-5.357870166666666,36.15046283333333,X
171,1.4.4.2,33,-5.357870166666666,36.15046283333333,X
172,1.5.0.0,61,-5.357870166666666,36.15046283333333,X
173,1.5.0.1,63,-5.357870166666666,36.15046283333333,X
174,1.5.1.0,56,-5.357870166666666,36.15046283333333,X
175,1.5.2.0,33,-5.357870166666666,36.15046283333333,X
176,1.5.2.1,33,-5.357870166666666,36.15046283333333,X
177,1.5.3.0,27,-5.357870166666666,36.15046283333333,X
178,1.5.3.1,29,-5.357870166666666,36.15046283333333,X
179,1.5.3.2,25,-5.357870166666666,36.15046283333333,X
180,1.5.4.0,23,-5.357870166666666,36.15046283333333,X
181,1.5.4.1,37,-5.357870166666666,36.15046283333333,X
182,1.5.4.2,39,-5.357870166666666,36.15046283333333,X
183,1.5.5.0,79,-5.357870166666666,36.15046283333333,X
184,1.5.5.1,78,-5.357870166666666,36.15046283333333,X
185,1.5.6.0,75,-5.357870166666666,36.15046283333333,X
186,1.5.6.1,79,-5.357870166666666,36.15046283333333,X
187,1.5.7.0,51,-5.357870166666666,36.15046283333333,X
188,1.5.7.1,53,-5.357870166666666,36.15046283333333,X
189,1.6.0.0,48,-5.357870166666666,36.15046283333333,X
190,1.6.0.1,47,-5.357870166666666,36.15046283333333,X
191,1.6.1.0,39,-5.357870166666666,36.15046283333333,X
192,1.6.1.1,39,-5.357870166666666,36.15046283333333,X
193,1.6.2.0,62,-5.357870166666666,36.15046283333333,X
194,1.6.3.0,17,-5.357870166666666,36.15046283333333,X
195,1.6.3.1,23,-5.357870166666666,36.15046283333333,X
196,1.6.4.0,0,-5.357870166666666,36.15046283333333,X
197,1.6.4.1,27,-5.357870166666666,36.15046283333333,X
198,1.6.4.2,50,-5.357870166666666,36.15046283333333,X
199,1.6.4.3,49,-5.357870166666666,36.15046283333333,X
200,1.6.4.4,46,-5.357870166666666,36.15046283333333,X
201,1.6.4.5,43,-5.357870166666666,36.15046283333333,X
202,1.7.0.0,59,-5.357870166666666,36.15046283333333,X
203,1.7.1.0,67,-5.357870166666666,36.15046283333333,X
204,1.7.2.0,30,-5.357870166666666,36.15046283333333,X
205,1.7.3.0,3,-5.357870166666666,36.15046283333333,X
206,1.7.3.1,39,-5.357870166666666,36.15046283333333,X
207,1.7.3.2,40,-5.357870166666666,36.15046283333333,X
208,1.7.3.3,87,-5.357870166666666,36.15046283333333,X
209,1.7.4.0,22,-5.357870166666666,36.15046283333333,X
210,1.7.5.0,13,-5.357870166666666,36.15046283333333,X
211,1.7.5.1,13,-5.357870166666666,36.15046283333333,X
212,1.7.5.2,30,-5.357870166666666,36.15046283333333,X
213,1.7.5.3,31,-5.357870166666666,36.15046283333333,X
214,1.7.6.0,20,-5.357870166666666,36.15046283333333,X
215,1.7.6.1,21,-5.357870166666666,36.15046283333333,X
216,1.7.7.0,63,-5.357870166666666,36.15046283333333,X
217,1.7.7.1,89,-5.357870166666666,36.15046283333333,X
218,1.7.7.2,93,-5.357870166666666,36.15046283333333,X
219,1.7.8.0,34,-5.357870166666666,36.15046283333333,X
220,1.7.8.1,25,-5.357870166666666,36.15046283333333,X
221,1.7.8.2,39,-5.357870166666666,36.15046283333333,X
222,1.7.8.3,39,-5.357870166666666,36.15046283333333,X
223,1.7.9.0,39,-5.357870166666666,36.15046283333333,X
224,1.7.9.1,36,-5.357870166666666,36.15046283333333,X
225,1.7.10.0,62,-5.357870166666666,36.15046283333333,X
226,1.7.10.1,60,-5.357870166666666,36.15046283333333,X
227,1.8.0.0,34,-5.357870166666666,36.15046283333333,X
228,1.8.0.1,38,-5.357870166666666,36.15046283333333,X
229,1.8.1.0,3,-5.357870166666666,36.15046283333333,X
230,1.8.1.1,7,-5.357870166666666,36.15046283333333,X
231,1.8.1.2,36,-5.357870166666666,36.15046283333333,X
232,1.8.1.3,39,-5.357870166666666,36.15046283333333,X
233,1.8.2.0,70,-5.357870166666666,36.15046283333333,X
234,1.8.2.1,55,-5.357870166666666,36.15046283333333,X
235,1.8.2.2,57,-5.357870166666666,36.15046283333333,X
236,1.8.3.0,20,-5.357870166666666,36.15046283333333,X
237,1.8.3.1,23,-5.357870166666666,36.15046283333333,X
238,1.8.4.0,40,-5.357870166666666,36.15046283333333,X
239,1.8.4.1,51,-5.357870166666666,36.15046283333333,X
240,1.8.4.2,48,-5.357870166666666,36.15046283333333,X
241,1.8.5.0,34,-5.357870166666666,36.15046283333333,X
242,1.8.6.0,24,-5.357870166666666,36.15046283333333,X
243,1.8.6.1,27,-5.357870166666666,36.15046283333333,X
244,1.8.7.0,70,-5.357870166666666,36.15046283333333,X
245,1.8.8.0,40,-5.357870166666666,36.15046283333333,X
246,1.8.8.1,48,-5.357870166666666,36.15046283333333,X
247,1.8.9.0,25,-5.357870166666666,36.15046283333333,X
248,1.8.9.1,27,-5.357870166666666,36.15046283333333,X
249,1.8.10.0,86,-5.357870166666666,36.15046283333333,X
250,1.9.0.0,76,-5.357870166666666,36.15046283333333,X
251,1.9.0.1,35,-5.357870166666666,36.15046283333333,X
252,1.9.0.2,37,-5.357870166666666,36.15046283333333,X
253,1.9.1.0,51,-5.357870166666666,36.15046283333333,X
254,1.9.1.1,1,-5.357870166666666,36.15046283333333,X
255,1.9.1.2,32,-5.357870166666666,36.15046283333333,X
256,1.9.1.3,35,-5.357870166666666,36.15046283333333,X
257,1.9.2.0,33,-5.357870166666666,36.15046283333333,X
258,1.9.3.0,98,-5.357870166666666,36.15046283333333,X
259,1.9.4.0,64,-5.357870166666666,36.15046283333333,X
260,1.9.4.1,43,-5.357870166666666,36.15046283333333,X
261,1.9.4.2,41,-5.357870166666666,36.15046283333333,X
262,1.9.5.0,39,-5.357870166666666,36.15046283333333,X
263,1.9.5.1,10,-5.357870166666666,36.15046283333333,X
264,1.9.5.2,46,-5.357870166666666,36.15046283333333,X
265,1.9.5.3,47,-5.357870166666666,36.15046283333333,X
266,1.10.0.0,76,-5.357870166666666,36.15046283333333,X
267,1.10.0.1,81,-5.357870166666666,36.15046283333333,X
268,1.10.1.0,54,-5.357870166666666,36.15046283333333,X
269,1.10.1.1,44,-5.357870166666666,36.15046283333333,X
270,1.10.1.2,42,-5.357870166666666,36.15046283333333,X
271,1.10.2.0,59,-5.357870166666666,36.15046283333333,X
272,1.10.2.1,57,-5.357870166666666,36.15046283333333,X
273,1.10.3.0,37,-5.357870166666666,36.15046283333333,X
274,1.10.3.1,22,-5.357870166666666,36.15046283333333,X
275,1.10.3.2,36,-5.357870166666666,36.15046283333333,X
276,1.10.3.3,38,-5.357870166666666,36.15046283333333,X
277,1.10.4.0,84,-5.357870166666666,36.15046283333333,X
278,1.10.4.1,52,-5.357870166666666,36.15046283333333,X
279,1.10.4.2,53,-5.357870166666666,36.15046283333333,X
280,1.10.5.0,23,-5.357870166666666,36.15046283333333,X
281,1.10.5.1,66,-5.357870166666666,36.15046283333333,X
282,1.10.5.2,52,-5.357870166666666,36.15046283333333,X
283,1.10.5.3,49,-5.357870166666666,36.15046283333333,X
284,1.10.6.0,73,-5.357870166666666,36.15046283333333,X
285,1.10.6.1,74,-5.357870166666666,36.15046283333333,X
286,1.11.0.0,74,-5.357870166666666,36.15046283333333,X
287,1.11.0.1,70,-5.357870166666666,36.15046283333333,X
288,1.11.1.0,51,-5.357870166666666,36.15046283333333,X
289,1.11.1.1,50,-5.357870166666666,36.15046283333333,X
290,1.11.2.0,86,-5.357870166666666,36.15046283333333,X
291,1.11.3.0,69,-5.357870166666666,36.15046283333333,X
292,1.11.3.1,58,-5.357870166666666,36.15046283333333,X
293,1.11.3.2,32,-5.357870166666666,36.15046283333333,X
294,1.11.3.3,33,-5.357870166666666,36.15046283333333,X
295,1.11.4.0,77,-5.357870166666666,36.15046283333333,X
296,1.11.4.1,99,-5.357870166666666,36.15046283333333,X
297,1.11.5.0,75,-5.357870166666666,36.15046283333333,X
298,1.11.5.1,79,-5.357870166666666,36.15046283333333,X
299,1.11.6.0,78,-5.357870166666666,36.15046283333333,X
300,1.11.7.0,28,-5.357870166666666,36.15046283333333,X
301,1.11.8.0,67,-5.357870166666666,36.15046283333333,X
302,1.11.8.1,42,-5.357870166666666,36.15046283333333,X
303,1.11.8.2,37,-5.357870166666666,36.15046283333333,X
304,1.11.9.0,36,-5.357870166666666,36.15046283333333,X
305,1.11.9.1,25,-5.357870166666666,36.15046283333333,X
306,1.11.9.2,25,-5.357870166666666,36.15046283333333,X
307,1.11.10.0,73,-5.357870166666666,36.15046283333333,X
308,1.12.0.0,84,-5.357870166666666,36.15046283333333,X
309,1.12.1.0,36,-5.357870166666666,36.15046283333333,X
310,1.12.2.0,81,-5.357870166666666,36.15046283333333,X
311,1.12.2.1,84,-5.357870166666666,36.15046283333333,X
312,1.12.3.0,65,-5.357870166666666,36.15046283333333,X
313,1.12.3.1,68,-5.357870166666666,36.15046283333333,X
314,1.12.4.0,37,-5.357870166666666,36.15046283333333,X
315,1.12.5.0,36,-5.357870166666666,36.15046283333333,X
316,1.12.5.1,46,-5.357870166666666,36.15046283333333,X
317,1.12.5.2,50,-5.357870166666666,36.15046283333333,X
318,1.12.5.3,84,-5.357870166666666,36.15046283333333,X
319,1.12.6.0,14,-5.357870166666666,36.15046283333333,X
320,1.12.6.1,43,-5.357870166666666,36.15046283333333,X
321,1.12.7.0,29,-5.357870166666666,36.15046283333333,X
322,1.12.8.0,31,-5.357870166666666,36.15046283333333,X
323,1.12.8.1,30,-5.357870166666666,36.15046283333333,X
324,1.12.9.0,59,-5.357870166666666,36.15046283333333,X
325,1.12.9.1,54,-5.357870166666666,36.15046283333333,X
326,1.12.10.0,52,-5.357870166666666,36.15046283333333,X
327,1.13.0.0,33,-5.357870166666666,36.15046283333333,X
328,1.13.0.1,28,-5.357870166666666,36.15046283333333,X
329,1.13.1.0,3,-5.357870166666666,36.15046283333333,X
330,1.13.1.1,48,-5.357870166666666,36.15046283333333,X
331,1.13.1.2,46,-5.357870166666666,36.15046283333333,X
332,1.13.2.0,66,-5.357870166666666,36.15046283333333,X
333,1.13.3.0,31,-5.357870166666666,36.15046283333333,X
334,1.13.3.1,47,-5.357870166666666,36.15046283333333,X
335,1.13.3.2,41,-5.357870166666666,36.15046283333333,X
336,1.13.3.3,49,-5.357870166666666,36.15046283333333,X
337,1.13.3.4,83,-5.357870166666666,36.15046283333333,X
338,1.13.4.0,63,-5.357870166666666,36.15046283333333,X
339,1.13.4.1,20,-5.357870166666666,36.15046283333333,X
340,1.13.4.2,24,-5.357870166666666,36.15046283333333,X
341,1.13.5.0,55,-5.357870166666666,36.15046283333333,X
342,1.13.5.1,50,-5.357870166666666,36.15046283333333,X
343,1.13.6.0,37,-5.357870166666666,36.15046283333333,X
344,1.13.6.1,48,-5.357870166666666,36.15046283333333,X
345,1.13.6.2,46,-5.357870166666666,36.15046283333333,X
346,1.14.0.0,52,-5.357870166666666,36.15046283333333,X
347,1.14.0.1,84,-5.357870166666666,36.15046283333333,X
348,1.14.0.2,96,-5.357870166666666,36.15046283333333,X
349,1.14.0.3,3,-5.357870166666666,36.15046283333333,X
350,1.14.0.4,34,-5.357870166666666,36.15046283333333,X
351,1.14.0.5,25,-5.357870166666666,36.15046283333333,X
352,1.14.0.6,50,-5.357870166666666,36.15046283333333,X
353,1.14.0.7,64,-5.357870166666666,36.15046283333333,X
354,1.14.1.0,13,-5.357870166666666,36.15046283333333,X
355,1.14.1.1,35,-5.357870166666666,36.15046283333333,X
356,1.14.2.0,10,-5.357870166666666,36.15046283333333,X
357,1.14.2.1,44,-5.357870166666666,36.15046283333333,X
358,1.14.2.2,35,-5.357870166666666,36.15046283333333,X
359,1.14.3.0,52,-5.357870166666666,36.15046283333333,X
360,1.14.3.1,54,-5.357870166666666,36.15046283333333,X
361,1.15.0.0,17,-5.357870166666666,36.15046283333333,X
362,1.15.0.1,49,-5.357870166666666,36.15046283333333,X
363,1.15.0.2,27,-5.357870166666666,36.15046283333333,X
364,1.15.0.3,26,-5.357870166666666,36.15046283333333,X
365,1.15.1.0,62,-5.357870166666666,36.15046283333333,X
366,1.15.2.0,58,-5.357870166666666,36.15046283333333,X
367,1.15.2.1,88,-5.357870166666666,36.15046283333333,X
368,1.15.2.2,38,-5.357870166666666,36.15046283333333,X
369,1.15.2.3,36,-5.357870166666666,36.15046283333333,X
370,1.15.3.0,71,-5.357870166666666,36.15046283333333,X
371,1.15.3.1,70,-5.357870166666666,36.15046283333333,X
372,1.15.4.0,86,-5.357870166666666,36.15046283333333,X
373,1.15.5.0,41,-5.357870166666666,36.15046283333333,X
374,1.16.0.0,22,-5.357870166666666,36.15046283333333,X
375,1.16.1.0,23,-5.357870166666666,36.15046283333333,X
376,1.16.1.1,18,-5.357870166666666,36.15046283333333,X
377,1.16.2.0,63,-5.357870166666666,36.15046283333333,X
378,1.16.3.0,9,-5.357870166666666,36.15046283333333,X
379,1.16.3.1,89,-5.357870166666666,36.15046283333333,X
380,1.16.3.2,29,-5.357870166666666,36.15046283333333,X
381,1.16.3.3,30,-5.357870166666666,36.15046283333333,X
382,1.16.4.0,62,-5.357870166666666,36.15046283333333,X
383,1.16.4.1,52,-5.357870166666666,36.15046283333333,X
384,1.16.4.2,50,-5.357870166666666,36.15046283333333,X
385,1.16.5.0,61,-5.357870166666666,36.15046283333333,X
386,1.16.5.1,21,-5.357870166666666,36.15046283333333,X
387,1.16.5.2,53,-5.357870166666666,36.15046283333333,X
388,1.16.5.3,47,-5.357870166666666,36.15046283333333,X
389,1.16.5.4,71,-5.357870166666666,36.15046283333333,X
390,1.16.6.0,46,-5.357870166666666,36.15046283333333,X
391,1.16.6.1,37,-5.357870166666666,36.15046283333333,X
392,1.16.6.2,40,-5.357870166666666,36.15046283333333,X
393,1.16.7.0,73,-5.357870166666666,36.15046283333333,X
394,1.16.7.1,46,-5.357870166666666,36.15046283333333,X
395,1.16.7.2,48,-5.357870166666666,36.15046283333333,X
396,1.16.8.0,24,-5.357870166666666,36.15046283333333,X
397,1.16.8.1,23,-5.357870166666666,36.15046283333333,X
398,1.17.0.0,39,-5.357870166666666,36.15046283333333,X
399,1.17.0.1,59,-5.357870166666666,36.15046283333333,X
400,1.17.0.2,61,-5.357870166666666,36.15046283333333,X
401,1.17.1.0,36,-5.357870166666666,36.15046283333333,X
402,1.17.1.1,47,-5.357870166666666,36.15046283333333,X
403,1.17.1.2,46,-5.357870166666666,36.15046283333333,X
404,1.17.2.0,40,-5.357870166666666,36.15046283333333,X
405,1.17.2.1,53,-5.357870166666666,36.15046283333333,X
406,1.17.2.2,57,-5.357870166666666,36.15046283333333,X
407,1.17.2.3,76,-5.357870166666666,36.15046283333333,X
408,1.17.3.0,58,-5.357870166666666,36.15046283333333,X
409,1.17.3.1,57,-5.357870166666666,36.15046283333333,X
410,1.17.4.0,33,-5.357870166666666,36.15046283333333,X
411,1.17.4.1,35,-5.357870166666666,36.15046283333333,X
412,1.17.5.0,40,-5.357870166666666,36.15046283333333,X
413,1.17.6.0,35,-5.357870166666666,36.15046283333333,X
414,1.17.6.1,42,-5.357870166666666,36.15046283333333,X
415,1.17.6.2,43,-5.357870166666666,36.15046283333333,X
416,1.17.7.0,98,-5.357870166666666,36.15046283333333,X
417,1.17.7.1,89,-5.357870166666666,36.15046283333333,X
418,1.17.8.0,35,-5.357870166666666,36.15046283333333,X
419,1.17.8.1,43,-5.357870166666666,36.15046283333333,X
420,1.17.8.2,48,-5.357870166666666,36.15046283333333,X
421,1.17.9.0,22,-5.357870166666666,36.15046283333333,X
422,1.18.0.0,55,-5.357870166666666,36.15046283333333,X
423,1.18.0.1,71,-5.357870166666666,36.15046283333333,X
424,1.18.0.2,61,-5.357870166666666,36.15046283333333,X
425,1.18.0.3,63,-5.357870166666666,36.15046283333333,X
426,1.18.0.4,95,-5.357870166666666,36.15046283333333,X
427,1.18.0.5,81,-5.357870166666666,36.15046283333333,X
428,1.18.1.0,57,-5.357870166666666,36.15046283333333,X
429,1.18.1.1,58,-5.357870166666666,36.15046283333333,X
430,1.18.2.0,7,-5.357870166666666,36.15046283333333,X
431,1.18.2.1,47,-5.357870166666666,36.15046283333333,X
432,1.18.2.2,40,-5.357870166666666,36.15046283333333,X
433,1.18.3.0,30,-5.357870166666666,36.15046283333333,X
434,1.18.3.1,33,-5.357870166666666,36.15046283333333,X
435,1.18.4.0,73,-5.357870166666666,36.15046283333333,X
436,1.18.4.1,75,-5.357870166666666,36.15046283333333,X
437,1.18.5.0,32,-5.357870166666666,36.15046283333333,X
438,1.18.5.1,28,-5.357870166666666,36.15046283333333,X
439,1.18.5.2,49,-5.357870166666666,36.15046283333333,X
440,1.18.5.3,46,-5.357870166666666,36.15046283333333,X
441,1.18.5.4,67,-5.357870166666666,36.15046283333333,X
442,1.19.0.0,75,-5.357870166666666,36.15046283333333,X
443,1.19.1.0,25,-5.357870166666666,36.15046283333333,X
444,1.19.1.1,34,-5.357870166666666,36.15046283333333,X
445,1.19.1.2,32,-5.357870166666666,36.15046283333333,X
446,1.19.2.0,31,-5.357870166666666,36.15046283333333,X
447,1.19.2.1,43,-5.357870166666666,36.15046283333333,X
448,1.19.2.2,38,-5.357870166666666,36.15046283333333,X
